RecordedDate,response_id,Q1_a,Q1_b,Q1_c,Q1_d,Q1_e,Q2_a,Q2_b,Q2_c,Q2_d,Q2_e,Q3_a,Q3_b,Q3_c,Q4_a,Q4_b,Q4_c,Q5_a,Q5_b,Q6_a,Q6_b,Q7_a,Q7_b,Q7_c,Q7_d,Q7_e,Q8_a,Q8_b,Q8_c,Q8_d,Q8_e,Q10,Q11_a,Q11_b,Q11_c,Q11_d,Q12_a,Q12_b,Q12_c,Q12_d,wave,Q17,Q18,Q19,Q20,t_c
6/3/22 17:47,180,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Good,7,7,
6/6/22 14:56,181,4,6,4,3,4,4,6,4,3,4,4,3,4,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,1,,,,,
3/22/22 9:34,182,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,4,4,4,4,1,,,,,
8/1/22 6:21,183,4,6,3,7,5,4,4,5,7,6,7,7,7,7,7,7,,,,,,,,,,,,,,,,6,6,7,4,6,7,7,6,2,Good,Excellent,6,7,
4/13/22 10:31,184,4,5,5,5,7,3,4,4,6,5,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,1,1,,,2,2,7,2,7,6,6,7,7,5,1,,,,,
4/14/22 12:21,184,7,6,6,7,7,6,7,7,7,7,7,7,6,7,7,7,,,,,,,,,,,,,,,,6,7,7,6,6,7,7,6,2,Excellent,Excellent,6,7,
3/28/22 15:02,185,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,,,,,
5/25/22 16:50,185,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,6,6,
8/17/22 15:55,186,6,6,6,6,6,6,6,6,6,6,7,6,7,7,6,7,,,,,,,,,,,,,,,,5,7,7,7,5,7,7,7,2,Good,Good,7,6,
5/24/22 9:55,187,6,7,7,7,6,5,7,7,6,6,7,7,7,7,7,7,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,6,7,7,7,7,7,7,7,1,,,,,
5/25/22 12:53,187,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
7/14/22 11:50,187,7,7,7,7,7,7,7,7,7,7,,,,,,,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,6,7,7,7,6,7,7,7,3,,,,,1
6/17/22 11:44,188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
7/21/22 12:44,189,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,6,,,,,,,,,,,,,,,,2,2,2,4,2,2,2,4,2,Good,Good,4,6,
8/8/22 10:17,190,4,6,5,6,6,5,6,5,6,6,5,7,7,5,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
3/17/22 12:46,191,6,6,6,4,5,6,6,6,4,5,6,2,4,6,6,6,5,5,1,1,1,1,1,1,2,1,1,1,1,1,2,4,4,4,5,2,2,2,2,1,,,,,
4/25/22 12:20,191,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,Good,Average,7,4,
8/23/22 14:19,192,5,4,4,5,5,5,5,5,5,5,5,7,7,6,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,6,6,6,1,,,,,
7/29/22 8:09,193,6,5,6,7,7,6,5,6,7,7,6,6,6,6,6,6,,,,,,,,,,,,,,,,6,6,7,7,6,7,7,7,2,Excellent,Good,7,7,
6/3/22 15:05,194,5,6,6,5,5,4,6,6,5,5,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,4,1,6,6,4,1,,,,,
7/8/22 10:14,195,5,5,5,5,6,5,5,5,6,6,,,,,,,7,7,7,1,1,1,2,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,3,,,,,0
7/29/22 13:33,196,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,6,6,6,2,6,6,6,1,,,,,
8/16/22 9:47,196,6,6,6,6,6,6,6,6,6,6,4,6,6,4,6,6,,,,,,,,,,,,,,,,5,6,7,6,6,6,7,6,2,Excellent,Good,4,6,
7/8/22 11:53,196,6,6,6,6,6,6,6,6,6,6,,,,,,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,6,6,7,7,7,7,7,3,,,,,0
6/3/22 15:58,197,3,4,4,4,4,3,4,5,5,6,4,4,5,5,4,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,5,4,6,6,6,5,1,,,,,
6/13/22 13:28,197,3,3,6,5,5,3,3,5,3,4,4,4,5,5,4,6,,,,,,,,,,,,,,,,4,4,4,4,4,6,6,4,2,Poor,Average,4,2,
4/11/22 16:57,198,6,6,7,6,7,6,6,7,6,7,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,,,,,
7/5/22 15:23,199,5,5,5,5,5,5,5,5,5,5,,,,,,,2,1,1,1,2,1,2,1,1,1,1,1,1,1,,5,5,5,5,5,5,5,5,3,,,,,0
8/8/22 11:40,200,5,6,7,7,7,5,7,7,7,7,7,6,6,7,6,6,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,6,7,7,7,7,7,7,7,1,,,,,
5/31/22 10:23,201,5,2,5,4,4,5,2,5,4,4,5,2,4,5,2,4,,,,,,,,,,,,,,,,5,6,6,6,5,6,6,6,2,Good,Good,6,4,
5/15/22 0:25,202,4,4,5,6,6,2,4,5,6,7,6,7,6,5,6,6,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,7,7,7,4,7,7,7,1,,,,,
7/20/22 12:05,202,7,7,7,7,7,6,6,5,7,7,,,,,,,,,,,,,,,,,,,,,,5,7,6,7,6,7,7,7,3,,,,,1
6/20/22 16:16,203,6,6,6,7,6,6,6,6,7,6,7,7,7,7,7,7,,,,,,,,,,,,,,,,5,6,7,6,5,6,7,6,2,Excellent,Excellent,7,6,
7/11/22 17:47,203,6,6,7,7,7,6,5,7,7,7,,,,,,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,5,7,7,7,5,7,7,7,3,,,,,1
6/22/22 9:16,204,6,6,7,7,5,6,6,7,7,5,7,6,7,7,6,7,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,7,7,7,1,,,,,
8/1/22 10:57,205,6,5,6,6,5,5,6,6,6,6,7,6,6,7,6,6,,,,,,,,,,,,,,,,4,7,7,7,4,7,7,7,2,Good,Average,6,4,
7/11/22 14:29,206,6,7,7,7,6,6,7,7,7,6,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,3,,,,,0
9/14/22 12:03,207,6,4,5,6,5,6,4,5,6,5,7,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
3/23/22 11:45,208,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
8/1/22 10:25,209,2,5,7,7,7,2,5,6,7,7,6,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,7,7,2,6,7,7,1,,,,,
7/11/22 15:45,209,2,6,5,7,7,5,6,7,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,3,,,,,0
4/20/22 11:26,210,6,5,6,6,6,5,5,6,6,6,7,6,5,7,6,6,2,1,1,1,2,2,1,1,2,2,1,1,1,2,3,6,7,7,7,6,7,7,7,1,,,,,
4/21/22 18:34,210,6,6,6,7,7,6,6,6,7,7,7,6,6,7,6,6,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
7/11/22 12:32,210,6,5,7,6,7,6,5,7,6,7,,,,,,,1,3,1,1,2,1,1,2,3,2,1,1,2,3,5,6,7,7,7,6,7,7,7,3,,,,,1
6/1/22 12:01,211,3,5,6,5,6,3,5,6,6,7,7,6,6,7,7,7,3,3,1,1,1,1,1,1,1,,,,,,1,3,6,4,6,3,7,7,6,1,,,,,
8/25/22 16:56,211,7,6,6,6,6,7,6,6,6,6,6,6,7,7,7,7,,,,,,,,,,,,,,,,6,7,6,7,6,7,7,7,2,Excellent,Good,6,6,
5/6/22 8:50,212,6,6,5,6,6,7,6,6,7,6,7,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,,,,,
7/14/22 10:50,212,6,5,5,6,6,6,6,6,6,6,,,,,,,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,,,,,1
4/21/22 16:12,213,6,6,7,7,6,6,6,7,7,6,7,5,6,7,5,6,,,,,,,,,,,,,,,,6,7,7,6,6,7,7,6,2,Excellent,Good,6,7,
7/15/22 19:57,214,5,5,5,7,6,5,5,5,7,6,6,5,6,6,5,6,,,,,,,,,,,,,,,,5,6,6,6,5,6,6,6,2,Good,Average,6,4,
3/17/22 13:28,215,4,6,5,6,5,6,7,7,7,7,6,7,7,7,7,7,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,5,7,6,7,7,7,1,,,,,
3/28/22 12:06,216,5,5,7,7,7,5,5,7,7,7,7,5,6,7,6,6,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,,,,,
5/15/22 21:56,217,5,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,,,,,
7/29/22 9:25,218,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
7/8/22 10:18,218,6,6,6,7,7,6,6,7,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,3,,,,,0
8/11/22 11:44,219,6,5,6,7,6,6,5,6,7,7,7,5,6,7,5,6,,,,,,,,,,,,,,,,3,5,7,7,4,7,7,7,2,Good,Good,6,7,
8/4/22 10:24,220,6,6,6,7,6,6,6,6,7,6,6,5,5,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,5,6,7,7,5,1,,,,,
7/8/22 10:42,220,6,7,7,6,6,6,7,7,6,6,,,,,,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,4,7,7,4,4,7,7,4,3,,,,,0
6/13/22 11:30,221,5,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Average,Poor,6,6,
3/31/22 13:26,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
8/16/22 11:40,223,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,2,Good,Good,6,4,
3/28/22 11:05,224,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,4,6,7,4,4,7,7,7,1,,,,,
4/21/22 16:09,224,6,6,6,7,7,5,7,7,7,7,7,6,7,7,6,7,,,,,,,,,,,,,,,,6,7,7,7,6,7,7,7,2,Excellent,Good,7,7,
7/5/22 12:58,224,6,6,6,7,7,6,6,6,7,7,,,,,,,2,2,2,2,1,1,1,3,2,2,1,1,2,2,5,4,4,7,7,4,4,7,7,3,,,,,1
5/4/22 11:34,225,6,5,7,7,6,6,5,7,7,7,7,6,6,7,6,6,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,4,4,4,4,4,4,4,4,1,,,,,
6/6/22 12:47,226,4,6,6,3,4,3,5,5,3,3,7,5,5,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,4,4,4,4,4,1,,,,,
8/22/22 9:33,227,4,4,5,5,5,4,4,5,5,5,4,5,4,4,5,5,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,4,5,5,5,4,4,4,4,1,,,,,
8/22/22 12:35,227,5,5,6,6,6,5,4,6,6,6,4,5,5,4,5,5,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,2,Good,Average,6,6,
6/3/22 15:11,228,5,6,6,7,6,6,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,
8/25/22 17:16,228,7,6,7,7,6,7,6,7,7,6,7,5,7,7,7,7,,,,,,,,,,,,,,,,6,7,7,6,6,7,7,6,2,Excellent,Good,7,7,
7/5/22 12:58,228,5,6,6,6,6,5,6,6,6,6,,,,,,,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,7,7,5,2,7,7,6,3,,,,,0
8/23/22 15:22,229,6,6,6,6,6,6,6,6,6,6,7,6,7,7,7,7,2,2,1,1,1,1,1,2,1,1,1,1,2,1,5,4,7,7,4,4,7,7,4,1,,,,,
7/8/22 10:19,229,6,7,7,7,7,6,7,7,7,7,,,,,,,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,7,7,7,7,7,7,7,7,3,,,,,0
4/6/22 15:07,230,6,6,4,7,6,5,6,4,7,6,6,6,7,6,6,7,2,2,1,1,,,,,,,,,,,,6,5,7,6,6,6,7,6,1,,,,,
5/25/22 15:50,230,6,5,5,6,6,6,5,5,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,6,6,6,6,6,5,7,6,2,Good,Average,6,4,
7/11/22 12:47,230,6,5,5,6,6,6,6,5,6,6,,,,,,,3,3,1,1,2,2,2,1,2,2,1,1,1,2,1,6,5,6,6,6,6,6,6,3,,,,,1
7/22/22 9:22,231,6,3,6,6,6,7,7,7,7,7,4,4,4,6,6,6,,,,,,,,,,,,,,,,6,6,6,6,7,7,7,7,2,Average,Poor,4,2,
3/23/22 12:09,232,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,,,,,
6/7/22 11:40,232,5,6,6,7,7,5,6,6,7,7,5,6,6,5,6,6,,,,,,,,,,,,,,,,5,6,7,7,5,6,7,7,2,Average,Poor,6,6,
4/3/22 9:05,233,6,7,6,7,7,6,7,6,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,,,,,
4/22/22 16:34,233,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
8/9/22 10:45,234,5,4,4,6,6,5,4,4,6,6,7,6,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,7,7,7,7,7,7,1,,,,,
8/8/22 11:00,235,5,4,3,5,4,5,4,3,5,4,6,6,6,6,6,6,4,4,1,2,2,1,1,1,1,2,1,1,1,1,2,6,6,7,6,6,6,7,6,1,,,,,
8/17/22 10:38,235,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,2,Good,Good,6,6,
7/11/22 13:42,235,5,5,5,5,4,5,5,5,5,4,,,,,,,3,3,1,1,2,1,1,1,1,2,1,1,1,1,1,6,6,6,6,6,6,6,6,3,,,,,0
6/3/22 14:56,236,2,2,2,2,2,2,2,2,5,2,7,6,6,7,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,2,2,2,7,2,1,,,,,
6/20/22 16:15,236,6,5,4,7,7,6,5,4,7,7,6,6,6,6,6,6,,,,,,,,,,,,,,,,6,7,7,6,6,4,7,6,2,Good,Good,6,6,
7/11/22 12:44,236,6,5,5,6,5,6,5,5,6,5,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,7,7,7,6,7,7,3,,,,,1
8/17/22 16:28,237,7,6,7,7,7,7,6,7,7,7,7,6,7,7,6,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Good,Good,7,4,
3/28/22 10:43,238,5,5,5,5,5,5,5,5,5,5,7,5,7,7,5,7,1,1,1,1,,,,,,,,,,,1,7,7,7,7,7,7,7,7,1,,,,,
8/2/22 15:15,239,3,3,2,5,4,3,3,2,5,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,3,3,3,7,3,1,,,,,
8/11/22 11:51,239,6,6,6,5,5,6,6,6,6,5,6,6,6,6,6,6,,,,,,,,,,,,,,,,6,7,7,6,7,7,7,6,2,Good,Poor,7,6,
7/11/22 15:23,240,6,6,6,7,7,6,6,6,7,7,,,,,,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,,,,,0
6/3/22 11:11,241,5,6,6,7,5,6,5,5,7,5,7,6,6,7,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,6,6,7,7,6,1,,,,,
6/3/22 15:52,241,6,6,6,7,7,7,5,6,7,6,7,6,6,7,6,6,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
7/25/22 12:23,241,6,5,7,7,6,6,5,7,7,6,,,,,,,1,1,1,1,,,,,,,,,,,,5,7,7,7,6,7,7,7,3,,,,,1
4/19/22 13:46,242,5,6,5,5,5,5,6,6,5,5,5,6,6,5,6,6,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
4/27/22 10:08,242,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,,,,,,,,,,,,,,,,4,6,6,6,4,6,6,6,2,Good,Average,6,6,
5/15/22 11:00,243,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,1,,,,,
6/20/22 21:10,244,,,,,,,,,,,,,,,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,
7/22/22 17:57,244,5,6,6,5,7,5,7,7,6,7,,,,,,,2,4,1,2,1,2,1,1,2,1,1,1,1,2,2,,,,,,,,,3,,,,,0
8/16/22 13:22,245,5,6,7,7,7,6,5,7,7,7,7,6,6,7,5,6,,,,,,,,,,,,,,,,3,7,7,7,3,7,7,7,2,Good,Good,6,6,
3/22/22 16:44,246,5,5,5,6,5,5,5,5,6,5,5,6,6,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,6,5,7,7,7,1,,,,,
8/8/22 14:42,247,5,5,5,6,6,5,5,5,6,6,6,5,6,6,5,6,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,6,6,6,6,6,6,6,6,1,,,,,
6/6/22 16:43,248,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
7/21/22 12:25,249,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,,,,,,,,,,,,,,,,6,7,7,7,5,7,7,7,2,Excellent,Excellent,7,7,
7/11/22 16:33,249,2,3,3,4,4,3,3,3,3,3,,,,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,6,6,4,5,5,4,3,,,,,0
3/22/22 18:13,250,5,5,6,6,6,5,6,7,7,6,6,5,5,7,6,6,1,2,1,1,2,1,1,2,2,2,1,1,2,2,3,5,7,5,6,6,7,7,7,1,,,,,
3/23/22 12:52,251,6,6,6,7,7,6,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
8/3/22 11:04,252,6,7,7,7,7,6,6,7,6,7,7,7,7,7,7,7,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
7/26/22 14:05,253,6,5,5,6,6,5,6,6,6,6,6,5,6,6,5,6,3,4,1,1,2,2,1,1,2,1,1,1,1,1,1,4,5,5,5,4,5,6,6,1,,,,,
5/24/22 13:24,254,4,5,5,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,1,1,4,1,2,1,1,1,3,4,6,6,6,4,6,6,6,1,,,,,
8/30/22 13:01,255,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,4,7,7,4,4,7,7,4,2,Excellent,Excellent,7,7,
7/21/22 12:06,256,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,Excellent,Excellent,7,7,
6/17/22 15:01,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
7/11/22 16:21,257,5,5,5,6,4,5,5,5,6,4,,,,,,,1,1,1,1,,,,,,,,,,,1,7,7,7,4,7,7,7,4,3,,,,,1
7/8/22 12:25,258,6,6,6,6,5,6,6,6,6,5,,,,,,,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,7,7,6,6,7,7,7,3,,,,,0
6/4/22 10:25,259,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
6/20/22 8:52,259,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,6,4,
3/30/22 20:40,260,6,6,7,6,7,6,6,7,6,7,7,6,7,7,6,7,1,2,1,1,2,2,2,1,2,2,2,2,1,2,5,6,7,6,7,6,7,7,7,1,,,,,
5/19/22 10:14,260,6,5,7,6,6,6,6,7,6,7,7,5,6,7,7,7,,,,,,,,,,,,,,,,6,7,7,7,7,7,7,7,2,Good,Good,7,7,
7/6/22 10:50,260,6,5,6,7,7,6,6,6,7,7,,,,,,,2,2,1,1,2,2,2,1,2,2,1,1,2,2,5,5,7,7,7,5,7,7,7,3,,,,,1
8/23/22 20:06,261,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,5,6,6,6,7,7,7,7,1,,,,,
6/4/22 9:20,262,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,5,1,1,1,1,4,1,6,7,7,7,6,7,7,7,1,,,,,
7/11/22 12:44,262,7,7,7,7,7,7,7,7,7,7,,,,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,7,7,7,7,7,7,7,3,,,,,0
8/8/22 20:13,263,2,2,2,2,2,2,6,6,6,6,7,3,3,7,6,6,1,1,1,1,,,,,,,,,,,,6,7,7,6,7,7,7,7,1,,,,,
7/14/22 7:59,264,6,6,6,7,7,6,6,6,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,5,6,7,7,6,1,,,,,
7/8/22 12:16,264,6,6,5,6,4,6,6,6,6,5,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,3,2,2,2,3,,,,,0
4/21/22 16:53,265,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
3/23/22 9:14,266,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,4,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,7,7,7,2,7,7,7,1,,,,,
6/22/22 15:41,267,3,5,5,5,4,3,5,5,5,5,7,5,5,7,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,5,2,6,6,5,1,,,,,
7/5/22 15:22,267,2,4,6,6,4,2,5,7,7,4,,,,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,3,2,7,7,5,3,,,,,0
3/21/22 11:20,268,6,7,7,7,6,6,7,7,7,6,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,4,2,7,7,4,1,,,,,
7/11/22 14:05,269,2,5,5,2,5,3,5,5,3,5,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,3,,,,,0
6/3/22 15:53,270,6,6,6,6,6,6,6,6,6,6,7,6,6,7,6,6,,,,,,,,,,,,,,,,6,7,7,7,7,7,7,7,2,Excellent,Excellent,7,6,
6/3/22 16:34,271,7,7,7,7,4,7,7,7,7,4,7,4,4,7,7,4,1,1,1,1,1,,,,,,,,,,1,1,7,4,4,1,7,4,,1,,,,,
7/29/22 12:27,272,5,5,6,6,7,5,5,7,7,7,7,5,5,7,5,5,2,3,1,1,1,1,1,1,2,1,1,1,1,1,2,3,6,6,7,3,7,7,7,1,,,,,
8/5/22 10:47,272,7,5,6,6,7,7,6,7,7,7,7,5,5,7,5,5,,,,,,,,,,,,,,,,6,6,6,7,6,7,7,7,2,Good,Good,6,6,
7/8/22 10:14,272,5,4,5,5,6,5,5,6,6,6,,,,,,,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,3,5,5,6,3,6,6,6,3,,,,,0
3/21/22 18:30,273,1,2,3,7,4,1,1,3,7,4,7,7,6,7,7,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,7,7,7,7,7,7,7,1,,,,,
3/23/22 23:21,273,6,4,4,6,5,4,4,5,5,4,7,7,7,7,6,5,,,,,,,,,,,,,,,,5,5,6,5,5,5,7,6,2,Average,Average,2,4,
7/5/22 14:41,273,6,5,5,6,6,6,5,5,6,6,,,,,,,2,3,1,1,2,1,1,1,2,2,1,1,1,2,2,4,4,4,4,4,4,4,4,3,,,,,1
8/4/22 9:18,274,3,5,6,7,6,3,5,6,7,6,7,6,6,7,6,6,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,7,7,7,7,7,7,7,7,1,,,,,
7/21/22 13:51,275,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,4,5,5,5,4,5,5,5,2,Excellent,Excellent,7,6,
7/11/22 9:33,275,3,2,2,5,4,6,2,2,5,5,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,7,5,6,7,7,3,,,,,0
7/29/22 14:56,276,5,3,3,3,3,5,3,3,3,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,1,3,3,4,1,3,4,5,2,Average,Average,6,4,
7/11/22 11:34,276,5,4,5,5,5,5,5,5,5,5,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,5,5,5,5,5,5,5,3,,,,,0
6/3/22 17:53,277,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,,,,,
7/5/22 17:11,277,6,6,7,7,7,6,6,7,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,3,,,,,0
